,engineTransmission_battery_value,engineTransmission_engineoilLevelDipstick_value,engineTransmission_engineOil,engineTransmission_engineOil_cc_value_0,engineTransmission_engine_value,engineTransmission_coolant_value,engineTransmission_engineMounting_value,engineTransmission_engineSound_value,engineTransmission_engineSound_cc_value_0,engineTransmission_exhaustSmoke_value,engineTransmission_engineBlowByBackCompression_value,engineTransmission_engineBlowByBackCompression_cc_value_0,engineTransmission_clutch_value,engineTransmission_gearShifting_value,fuel_type,odometer_reading,rating_engineTransmission,how_old
254,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,-0.602900379574606,3,-1.209304764044239
255,1,1,0,0,1,1,0,0,1,1,1,1,0,1,3,0.07571995470110612,5,1.546764950852938
256,1,1,0,5,0,1,0,0,6,1,1,1,0,1,0,0.624278876199832,3,-0.150973993523723
257,1,1,0,5,0,0,0,0,4,1,1,1,0,1,3,1.6994560731089596,5,0.8632596615584381
258,0,1,0,6,1,1,0,0,4,1,1,1,0,1,0,0.016292025383900482,3,-0.8124307250990455
259,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.8087062060405243,9,2.2082216824282606
260,1,1,0,3,1,1,1,1,4,1,1,1,1,1,4,-0.17773086151606599,4,-0.30531389755796495
261,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0.1198364779761674,4,-0.5919451479072714
262,1,1,0,0,1,1,1,0,1,1,0,0,1,1,3,-0.31839905836694,3,-0.5478480324689164
263,1,1,1,5,0,1,1,1,4,1,1,1,0,1,4,-0.7654236839325632,3,-1.1211105331675293
264,1,1,0,0,1,1,1,0,3,0,1,1,1,1,0,-0.6715878603111531,4,-0.32736245527714236
265,0,1,0,5,1,0,0,0,6,1,1,1,0,1,0,0.3443538690885611,3,-0.6360422633456262
266,0,1,0,5,1,1,1,0,3,0,1,1,0,1,3,-0.4939028424282234,3,0.6648226420858414
267,1,1,0,0,1,0,1,0,4,0,1,1,1,1,0,0.13223957225611677,4,-1.1431590908867066
268,1,1,0,5,0,0,0,0,0,0,0,0,0,0,3,-0.41328272960855256,9,1.7452019703255348
269,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,0.13546865369796565,2,-0.7903821673798681
270,1,1,0,5,0,1,1,0,4,1,1,1,0,1,3,0.035089128611616845,4,1.1278423541885672
271,1,1,1,5,1,1,0,0,3,1,0,0,0,1,3,1.1510468441274055,5,0.9514538924351478
272,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.4248090534307814,3,-1.1872562063250616
273,0,1,0,5,1,1,1,0,4,0,0,0,0,1,3,-0.0799174938669481,5,1.4806192776954057
274,0,1,0,6,0,0,0,0,4,1,1,1,0,1,4,0.09817383227687652,3,0.6207255266474865
275,1,1,0,6,1,0,1,0,0,0,1,1,0,1,3,1.1802582696212174,3,0.8632596615584381
276,1,1,0,5,0,0,0,0,3,1,1,1,0,1,4,1.5470477059827543,4,-0.1289254358045456
277,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0.026342808679721517,9,1.9436389897981314
278,1,1,0,5,1,0,1,0,0,0,1,1,0,1,0,0.826149927928663,5,-0.4376052438730294
279,1,1,0,0,1,0,1,0,3,0,1,1,1,1,4,-0.6683160095786838,3,0.8191625461200832
280,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.19642104151723108,2,-0.3714595707154972
281,1,1,0,0,1,0,1,1,4,1,1,1,1,1,0,-1.1552657679385578,2,-1.6061788029894324
282,0,1,0,5,0,0,1,0,4,0,0,0,0,1,4,0.051191766530240754,5,0.22385148770229304
283,1,1,0,3,0,1,1,1,4,1,1,1,1,1,4,-1.2044290675068399,3,-1.6723244761469647
284,1,1,0,6,1,0,1,1,4,1,1,1,1,1,3,-0.0530369947119544,3,0.7750654306817284
285,1,1,0,0,1,1,1,0,4,1,1,1,0,1,3,-0.22798477799517117,4,0.9294053347159703
286,1,1,0,0,1,0,1,0,4,1,1,3,0,1,0,0.12569587079117794,4,-0.30531389755796495
287,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.2947578092973675,1,-0.7683336096606906
288,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.1952764393140496,1,-1.5620816875510777
289,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,-0.9247606761392919,3,-0.2832653398387875
290,1,1,0,6,1,0,0,0,6,0,1,1,0,0,0,0.16457315596522612,4,-0.06277976264701336
291,1,1,0,5,0,0,1,0,4,0,1,1,0,1,4,0.9115388166525213,5,1.7011048548871799
292,1,1,0,0,0,0,1,0,4,0,0,0,0,1,0,-0.5706951037373582,6,-0.2832653398387875
293,1,1,0,5,1,0,0,1,4,1,1,1,0,1,0,-0.7654022992872529,3,0.1577058145447608
294,1,1,1,5,1,1,1,0,4,1,1,1,0,0,0,0.536837061526189,3,-0.9226735136949326
295,1,1,1,5,1,0,1,0,0,1,0,0,1,1,3,1.6176598047972246,3,0.11360869910640596
296,1,1,0,3,1,1,1,0,4,1,1,1,0,1,4,0.9694698207980089,5,-0.8124307250990455
297,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,-0.2500323473100467,4,-0.2832653398387875
298,1,1,0,5,1,0,1,1,4,0,1,3,0,1,0,-0.5822428122048973,4,-0.21711966668125526
299,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.20935875192993686,9,1.2160365850652768
300,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,0.508352713972926,2,0.11360869910640596
301,1,1,1,5,1,1,1,1,4,0,1,1,1,1,0,-1.1344798926969875,2,-1.9369071687770936
302,0,1,0,6,0,0,0,0,4,0,1,1,0,1,4,-0.04828960345307723,3,1.2160365850652768
303,1,1,1,5,1,1,1,1,4,1,1,1,0,0,3,-0.8200828373455814,2,-0.7462850519415133
304,1,1,0,6,0,1,0,0,0,1,1,1,0,1,4,1.0563984039842058,7,0.8191625461200832
305,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,0.42651367637057047,9,2.0097846629556635
306,1,1,0,5,0,1,1,0,4,0,0,0,0,0,4,0.34987110757860757,4,0.4222885071748898
307,1,1,0,0,1,0,1,0,3,1,1,1,0,1,3,-0.7706201527429557,4,-0.018682647208658528
308,1,1,0,6,1,0,1,0,4,0,1,1,0,1,3,0.5625414051891185,4,0.22385148770229304
309,1,1,1,5,0,1,1,1,4,1,1,3,1,1,0,0.005556933438151206,5,-0.5919451479072714
310,1,1,1,5,1,1,1,0,4,1,1,2,1,1,3,0.7387081132550201,3,0.6868711998050188
311,1,0,0,0,0,0,0,0,4,0,1,3,0,1,4,0.03357081879458856,4,0.9514538924351478
312,1,1,1,5,1,1,1,0,4,1,1,2,1,1,3,-1.1770353368644,1,-1.0770134177291744
313,1,1,0,5,0,1,1,0,4,1,1,1,0,1,4,-0.44249415510236434,4,-0.6360422633456262
314,1,1,0,0,0,0,0,0,4,0,1,1,0,1,4,0.5471016912751127,4,0.37819139173653493
315,1,1,0,5,0,0,0,0,6,0,1,1,0,0,0,0.7647118419522931,5,-0.2832653398387875
316,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.8641779759753324,1,-1.099061975448352
317,1,1,0,5,1,0,1,0,6,0,1,1,0,1,0,1.5716614327348606,5,-0.018682647208658528
318,1,1,0,5,0,1,1,0,0,1,1,1,1,1,0,2.0471490212084364,5,-0.2832653398387875
319,1,1,0,5,1,1,0,0,4,0,1,1,0,1,0,1.6193278071314248,4,0.3561428340173575
320,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-0.14417835302427195,1,-1.099061975448352
321,1,1,0,6,1,1,0,0,4,1,1,1,1,1,0,-1.3816650078382542,2,-1.6502759184277873
322,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,3.3847372007197345,9,1.7452019703255348
323,1,1,0,3,1,1,1,0,4,1,1,3,1,1,3,-1.167989631898161,3,0.1797543722639382
324,1,1,0,5,1,1,0,0,4,1,1,1,0,1,0,0.5421618382084432,3,-0.9006249559757551
325,1,1,0,5,1,0,0,0,5,0,1,1,1,1,4,1.5962323901963467,4,0.1797543722639382
326,1,1,0,5,0,0,0,0,4,0,1,1,0,0,3,0.5760137317345808,6,0.753016872962551
327,0,1,0,6,0,0,0,0,0,0,1,1,0,0,3,0.05895439277786423,5,1.392425046818696
328,1,1,0,5,1,0,0,0,0,0,1,1,0,1,3,0.6348642756284095,4,1.4144736045378734
329,1,1,0,0,1,1,1,0,3,1,1,1,1,1,0,2.0981514002734007,4,-0.7683336096606906
330,1,1,0,0,1,0,1,0,4,0,1,1,0,0,3,0.01594987105893636,5,-0.5478480324689164
331,1,1,0,0,1,0,0,0,4,1,1,1,0,1,0,-0.5189870313771555,3,-0.7683336096606906
332,1,1,0,5,1,1,1,0,4,1,1,3,0,1,4,0.5650861779810392,3,0.5766284112091317
333,1,1,0,5,0,0,0,0,4,0,0,0,0,1,4,1.259445611205101,6,1.6349591817296476
334,1,1,0,5,1,0,0,0,4,1,1,1,0,1,4,1.1424074474220616,3,0.7309683152433736
335,1,1,1,5,1,1,1,0,4,1,1,1,0,1,0,-0.1785862473284763,4,-0.2612167821196101
336,1,1,0,0,1,0,1,0,3,0,1,1,1,1,3,-0.1394737310560153,3,0.40023994945571234
337,1,1,0,5,1,1,1,0,4,1,1,1,0,1,0,2.1885442959998596,4,0.5766284112091317
338,1,1,0,6,1,0,1,0,2,1,1,1,1,1,0,-0.16633284556569874,4,-0.1289254358045456
339,0,1,0,6,0,0,0,0,0,1,1,1,0,1,3,-0.5873109731434283,4,0.24590004542147045
340,1,1,0,0,1,0,1,0,3,0,1,1,0,1,3,-0.14826282027853113,5,1.3262793736611638
341,1,1,0,5,0,0,0,0,0,0,1,1,0,1,4,-0.3365118529447281,4,0.48843418033242203
342,1,1,0,0,1,0,1,0,2,1,1,1,1,1,0,0.03712066991609131,4,-1.1652076486058842
343,1,1,0,0,1,0,1,0,3,1,1,1,1,1,0,-0.3559291108864419,4,0.09156014138722855
344,1,1,1,5,1,1,1,0,4,1,1,1,1,1,3,-1.5684598846233535,1,-1.209304764044239
345,0,1,1,5,1,1,1,1,4,1,1,3,1,1,0,1.5726237417738222,9,0.3120457185790027
346,1,1,0,6,0,0,0,0,6,0,1,1,0,0,0,3.460866538024251,5,-0.6360422633456262
347,1,1,0,0,1,1,0,0,2,0,1,1,1,1,0,-0.14054296332152816,3,-1.473887456674368
348,1,1,0,5,0,0,0,0,6,1,1,1,0,1,0,1.1813275018867302,5,0.2679486031406479
349,1,1,0,6,1,1,0,0,6,1,1,3,0,0,0,0.21157660635717215,3,0.5545798534899543
350,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,-1.4303364605644002,2,-1.738470149304497
351,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-1.4739183677067051,2,-1.9369071687770936
352,1,1,0,6,0,1,0,0,4,1,1,3,0,0,0,-0.39564039722759015,6,-0.2612167821196101
353,1,1,0,0,1,0,1,0,0,1,1,1,1,1,4,-0.4189496606157708,3,-0.3714595707154972
354,1,1,0,0,0,0,1,0,0,1,0,0,0,1,4,0.10360553218568194,3,0.642774084366664
355,1,1,1,5,1,0,1,0,4,1,1,1,1,1,3,-0.019591409446711637,3,1.0396481233118575
356,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.16344591844881398,2,-0.7242364942223358
357,1,1,0,5,1,1,0,0,1,1,1,1,0,1,0,-0.4309892159254458,3,-0.5478480324689164
358,1,1,0,0,1,1,0,1,4,1,1,2,1,1,0,-0.7572119801334243,3,-0.3714595707154972
359,0,0,0,0,0,0,1,0,4,1,1,1,0,1,3,-0.14935343718935426,5,1.1719394696269219
360,1,1,0,6,1,0,1,0,3,0,1,1,1,1,0,-0.39095715990464375,3,-0.5037509170305616
361,1,1,0,0,1,0,0,0,1,1,1,1,1,1,4,0.19622243102440726,4,0.7089197575241962
362,1,1,0,6,1,0,0,0,4,1,1,1,0,1,4,-0.10910753471544962,3,0.5766284112091317
363,1,1,1,5,1,1,1,0,3,1,1,3,0,0,0,1.9181996099875838,3,-1.1872562063250616
364,1,1,1,5,0,1,1,1,4,1,1,1,1,1,4,-1.5426272330885624,1,-1.4959360143935454
365,1,1,0,0,1,0,1,0,0,1,1,1,1,1,4,0.098793986990874,3,0.09156014138722855
366,1,1,0,5,0,0,0,0,5,1,1,1,0,1,4,1.3077535249609726,3,-0.04073120492783594
367,1,1,0,0,1,0,1,0,4,1,1,1,1,1,0,1.6750134235193352,4,0.1577058145447608
368,1,1,0,5,0,0,0,0,6,0,0,0,0,1,0,-0.2485140374930184,6,-0.3714595707154972
369,1,1,0,5,0,1,1,0,3,1,1,1,1,1,0,0.3863533124779069,3,-0.150973993523723
370,1,1,0,5,1,1,1,1,4,1,1,1,1,1,3,-0.7782117018280972,3,-0.680139378783981
371,0,1,0,5,1,1,1,0,0,1,1,1,0,1,3,-0.7015263637455137,5,1.8995418743597767
372,1,1,0,0,1,0,1,1,4,1,1,1,1,1,0,0.24119434011187882,3,-0.19507110896207785
373,1,1,0,0,0,1,1,0,4,0,0,0,0,0,4,-0.0918501259500718,4,1.657007739448825
374,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.1206012578906304,3,-1.209304764044239
375,1,1,1,5,1,1,1,0,4,1,1,1,1,1,3,-1.13802974381849,3,-0.8344792828182229
376,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-0.3483161771559902,1,-1.6502759184277873
377,1,1,0,5,1,0,1,0,0,0,1,1,1,1,3,-0.44118969173843864,3,0.5104827380515995
378,1,1,0,5,1,0,0,0,4,1,1,1,0,1,0,1.040060534967169,3,-0.7683336096606906
379,1,1,0,0,1,1,1,1,4,1,1,1,0,1,3,-1.0920527564014366,3,-1.1211105331675293
380,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.5007560975710783,1,-1.8707614956195615
381,1,1,0,0,1,1,1,0,4,1,1,1,1,1,0,1.2975316645026695,4,0.1577058145447608
382,1,1,0,5,1,0,0,1,4,1,1,1,0,1,3,-0.5831623519532383,2,1.9436389897981314
383,1,1,0,5,1,0,0,0,4,0,1,1,0,1,0,-0.06665901377458844,3,0.6207255266474865
384,1,1,0,0,1,0,1,1,4,1,1,1,0,1,3,0.012207558129641295,3,-0.08482832036619077
385,1,1,0,0,1,0,0,0,1,1,1,1,1,1,3,0.49520115710711765,2,-1.1211105331675293
386,1,1,0,0,1,1,1,0,2,1,1,1,1,1,0,-0.39895501725068006,3,-1.1211105331675293
387,1,1,0,5,1,1,1,0,4,1,1,1,0,1,3,-1.0899570611610312,3,-1.2313533217634163
388,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.6205213273102582,1,-0.7462850519415133
389,1,1,0,6,0,1,1,0,4,1,1,1,1,1,3,0.44648693509035103,3,0.7309683152433736
390,0,0,0,5,0,0,0,0,0,0,1,1,0,0,4,-0.3520157207946648,5,0.9514538924351478
391,1,1,0,5,1,0,1,0,4,1,1,3,1,1,0,0.6672833979187599,3,-0.6580908210648035
392,1,1,0,6,1,1,0,0,4,1,1,1,0,1,0,0.27827531507986536,4,-0.9226735136949326
393,1,1,1,5,1,1,1,0,4,1,1,1,1,1,3,-0.041532055535035854,3,-0.1289254358045456
394,1,1,0,5,0,1,1,0,4,1,1,1,0,0,4,-0.0869102728834023,4,1.546764950852938
395,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.44501139456394323,9,1.1057937964693896
396,0,1,0,3,1,1,0,0,5,1,1,1,0,0,4,-0.30875458333201383,4,0.6868711998050188
397,1,1,1,5,0,1,1,0,3,1,1,1,1,0,3,0.6371096633859865,4,0.5104827380515995
398,1,1,0,3,1,1,0,0,4,1,1,1,0,1,3,-0.477757435218979,3,1.4806192776954057
399,1,1,0,5,1,1,1,0,4,1,1,1,1,1,3,-0.060970698122059935,3,-0.04073120492783594
400,1,1,0,0,1,1,1,0,3,1,1,1,1,1,0,-0.6824084908381435,3,-1.054964860009997
401,1,1,1,5,1,1,1,0,3,1,1,1,0,1,0,-1.066861644225953,4,-0.3714595707154972
402,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,0.17997010058861154,2,-0.6360422633456262
403,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-1.4441509414348266,1,-2.003052841934626
404,0,1,0,5,0,0,0,0,4,1,1,1,1,1,0,-0.16265468657233445,5,-0.1068768780853682
405,1,1,0,6,0,0,0,0,0,1,1,1,0,0,4,1.2479192873828722,5,0.2679486031406479
406,1,1,0,6,0,0,0,0,0,1,1,1,0,0,4,0.3614402006914569,4,1.282182258222809
407,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,2.0942807794722444,9,2.0097846629556635
408,1,1,0,0,1,1,0,1,4,1,1,1,1,1,0,0.6904429687897689,3,-0.1289254358045456
409,1,1,0,0,1,0,1,1,4,1,1,3,1,1,0,-0.07339517704731956,2,-0.4376052438730294
410,1,1,0,5,0,0,0,0,4,0,1,1,0,1,3,-0.5291875071901483,5,1.1278423541885672
411,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.6644026194869066,9,0.9514538924351478
412,1,1,1,5,1,1,0,1,4,1,1,3,1,1,0,-0.8797032284705794,3,-0.9667706291332874
413,1,1,0,6,1,1,1,0,6,1,1,1,0,1,0,1.787838812176254,5,-0.7021879365031584
414,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.9855724587166328,9,1.282182258222809
415,1,1,0,5,0,0,0,0,4,1,1,1,1,1,3,-0.2504386555709416,5,0.2899971608598253
416,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-0.8128548272307143,2,0.48843418033242203
417,1,1,0,5,0,0,0,0,4,1,0,0,0,1,4,1.2296568002879122,4,1.1057937964693896
418,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,-0.26406067463357563,3,-0.8785763982565777
419,1,1,0,5,1,1,1,0,4,1,1,1,1,1,0,-1.3552335862347757,4,-0.23916822440043267
420,1,1,0,5,0,0,0,0,3,0,1,1,0,1,4,0.11438339342205173,3,0.4663856226132446
421,1,1,1,5,1,0,0,0,6,1,1,1,1,1,0,-0.0673860917151372,4,-0.6580908210648035
422,1,1,0,0,0,0,1,0,4,1,1,1,0,1,3,-0.17454454936483763,3,-0.4596538015922068
423,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.5337526052848056,1,-0.415556686153852
424,1,1,0,5,0,0,1,0,3,1,1,1,0,1,0,0.21057152802759005,3,0.48843418033242203
425,1,1,0,0,0,1,0,1,4,1,1,1,0,1,4,-0.0961270550121233,3,-0.7021879365031584
426,1,1,0,0,1,0,1,0,4,1,1,1,1,1,4,0.33558616451135553,4,-1.099061975448352
427,1,1,0,5,1,0,0,0,3,0,1,3,0,1,0,0.6883258889040533,3,-0.3935081284346746
428,1,1,1,5,1,1,1,0,3,1,1,1,0,1,3,-0.6378215053662566,5,0.22385148770229304
429,1,1,0,6,0,0,0,0,4,1,1,1,0,1,3,-0.0385382051915998,4,-0.3714595707154972
430,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,-1.5347576836143877,2,-1.8928100533387389
431,1,1,0,6,0,0,0,0,6,0,1,3,0,0,0,-0.054362842721190366,4,0.2899971608598253
432,1,1,0,6,0,0,0,0,4,1,1,1,0,1,3,0.33246400629605793,5,1.657007739448825
433,1,1,0,5,1,1,1,0,5,1,1,1,1,1,3,0.4858774517518454,9,2.230270240147438
434,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.7251074788376962,9,0.7089197575241962
435,1,1,0,0,1,0,1,0,4,1,1,1,0,1,3,-0.31080750928179857,5,0.025414468229696306
436,1,1,0,0,1,1,1,0,4,1,1,3,1,1,0,-0.26594252342087826,3,-0.680139378783981
437,1,1,0,5,1,0,0,0,0,1,1,3,0,1,0,-0.036677741049607394,5,0.13565725682558338
438,1,1,0,5,1,1,1,0,4,1,1,1,1,1,3,0.041290675751591524,3,0.5325312957707768
439,1,1,0,0,1,1,0,0,5,1,1,3,1,1,3,-0.82827315649941,3,-1.4518388989551905
440,1,1,0,0,1,1,1,1,4,1,1,1,0,1,0,1.5541260235804495,3,-0.1289254358045456
441,1,1,1,5,1,1,1,0,4,0,1,1,0,1,3,-0.49503622862966706,3,1.2601337005036315
442,1,1,0,6,0,0,0,0,0,1,1,1,0,0,3,0.46906912053798294,4,0.4443370648940672
443,1,1,0,5,1,0,0,0,0,0,1,1,0,1,3,0.1746025546157369,5,1.2380851427844541
444,1,1,1,5,1,0,1,1,4,1,1,4,1,1,0,-0.5814301956831075,3,-1.2313533217634163
445,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.2296415643276335,3,-1.62822736070861
446,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-0.9879523030311029,3,-0.1068768780853682
447,1,1,0,5,0,0,0,0,4,0,1,1,0,0,3,2.11384772993113,5,0.5104827380515995
448,1,1,1,5,1,1,0,0,3,1,1,1,1,1,3,-1.454223109375958,2,-0.94472207141411
449,1,1,0,0,1,0,1,0,4,1,1,2,0,1,0,0.13341572774818092,5,0.09156014138722855
450,1,1,0,0,0,0,0,0,0,1,1,1,1,1,3,1.6175528815706732,3,1.6129106240104703
451,1,1,0,5,0,1,0,1,4,1,1,1,0,1,3,-0.07534117977055299,3,1.8554447589214218
452,1,1,1,5,0,1,0,0,4,0,1,1,0,1,3,-0.2995591858486031,6,1.8774933166405992
453,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.35400449280851876,2,-0.30531389755796495
454,1,1,0,5,0,0,1,0,6,1,1,1,1,1,0,0.10908000138510786,4,-0.4817023593113843
455,1,1,0,1,1,0,1,0,0,1,1,3,1,1,0,0.16985516335685974,4,-1.3195475526401261
456,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.8641779759753324,1,-0.6580908210648035
457,1,1,1,5,0,1,0,0,4,1,1,1,0,1,4,0.010689248312613012,2,0.2679486031406479
458,1,1,0,0,0,0,1,0,3,1,1,1,0,1,0,-0.5339776677396461,3,-0.8565278405374003
459,1,1,0,6,0,0,0,0,6,0,1,1,0,0,0,0.46992450635039323,5,-0.150973993523723
460,1,1,0,0,1,1,1,1,4,1,1,3,1,1,0,-0.9646644242882325,3,-0.6580908210648035
461,1,1,1,5,1,1,1,0,3,1,1,1,0,1,3,0.11455447058453379,3,0.06951158366805113
462,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1.9353073262357898,9,2.0097846629556635
463,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.27473161264339413,3,0.2679486031406479
464,1,1,0,5,1,0,0,0,6,1,1,1,0,0,0,-0.11627139089438589,5,-0.30531389755796495
465,1,1,0,0,1,0,1,0,6,1,1,1,1,1,0,-0.09388166725454626,3,-0.08482832036619077
466,1,1,0,5,1,1,1,0,4,1,1,1,1,1,3,-0.3913206988749181,3,1.3703764890995187
467,1,1,0,0,1,1,1,0,3,0,1,1,0,1,3,-0.3179713654607348,4,0.1577058145447608
468,1,0,1,5,0,1,1,0,3,1,1,1,1,1,4,0.7950780382928588,3,1.1278423541885672
469,1,1,0,5,0,0,1,0,0,0,0,0,1,1,4,0.6938431273940997,5,-0.08482832036619077
470,1,1,0,6,1,1,1,0,3,1,1,1,0,1,3,-0.5587624716542345,4,-0.9667706291332874
471,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,-0.8828681559764975,1,-1.4297903412360131
472,1,1,1,5,0,1,1,0,4,0,1,1,0,1,4,-0.6639321572900809,4,-1.4077417835168358
473,1,1,0,5,1,1,1,0,4,1,1,3,0,1,0,-0.6991312834707648,3,-0.3935081284346746
474,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.5283636746666207,1,-1.9810042842154485
475,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.3629534431917787,1,-1.5620816875510777
476,1,1,0,0,0,1,1,0,3,1,1,1,1,1,3,0.12770602745034215,3,-0.4376052438730294
477,1,1,0,5,1,1,1,0,1,1,1,1,1,1,3,-0.2155389144246013,4,-0.1068768780853682
478,1,1,0,5,0,1,1,0,4,1,1,1,1,1,4,0.398820560693787,3,0.642774084366664
479,1,1,0,5,1,0,1,0,3,0,1,1,0,1,0,-0.29006440333084876,4,-0.94472207141411
480,1,0,0,0,1,1,1,0,3,1,1,1,1,1,3,-0.10279906434892365,3,0.37819139173653493
481,0,1,1,5,1,1,1,1,4,1,1,1,1,1,0,1.0324689858820275,9,1.8774933166405992
482,1,1,0,6,0,1,1,0,3,1,1,1,0,1,4,0.9049737305422723,5,0.20180292998311564
483,1,0,0,5,0,1,1,0,4,1,1,3,1,1,0,0.018216643461823657,4,-0.1289254358045456
484,0,1,0,6,0,0,0,0,0,0,1,1,0,0,3,0.39999671618585114,5,1.3042308159419864
485,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.5374419802799077,3,-0.32736245527714236
486,1,1,0,5,1,0,1,1,4,1,1,1,1,1,3,0.2020390545487973,4,0.1797543722639382
487,1,1,0,0,1,1,1,1,4,1,1,3,1,1,0,-0.5734323383370712,3,-0.415556686153852
488,1,1,0,6,0,0,0,0,4,0,1,1,0,0,4,2.002989728642755,9,1.6790562971680025
489,0,1,0,6,0,0,0,0,4,0,1,1,0,0,4,0.027454810235854908,5,0.6207255266474865
490,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.3170833790012764,1,-1.62822736070861
491,0,0,0,0,0,0,1,0,5,0,0,0,0,0,4,0.011095556573507904,5,-0.3935081284346746
492,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.18756779835878445,1,0.1797543722639382
493,1,1,0,5,1,1,1,0,6,1,1,1,1,1,0,0.2517797395404563,4,0.642774084366664
494,1,1,1,5,1,1,0,0,6,0,1,1,1,1,0,1.8078120708960346,4,0.04746302594887372
495,1,1,0,6,0,1,1,0,4,1,1,1,0,0,4,-0.22931062600440713,3,-0.34941101299631977
496,1,1,0,0,1,1,0,1,4,1,1,1,1,1,0,0.28522532480569907,2,-0.5698965901880939
497,0,1,0,5,0,0,0,0,0,0,0,0,1,1,3,-1.4387620108166417,3,0.9294053347159703
498,1,1,0,0,1,1,1,0,4,0,1,1,1,1,3,0.1291387986861294,4,-0.3935081284346746
499,1,1,1,5,0,1,0,0,4,0,1,1,0,0,4,0.7190128549242728,6,1.0616966810310349
500,1,1,0,0,0,1,0,0,4,0,0,0,0,0,4,0.4446906248842894,9,1.7231534126063572
501,0,1,0,5,0,0,0,0,6,0,0,0,0,0,0,-0.32286844923678376,5,-0.17302255124290045
502,1,1,1,5,1,1,1,1,4,1,1,2,1,1,0,-1.2698446975109174,1,-1.8266643801812066
503,1,1,0,3,1,1,1,0,3,1,1,1,1,1,3,-0.0682414775275475,3,0.7750654306817284
504,1,1,0,5,1,0,0,0,1,1,1,1,0,0,3,0.5153668776346905,4,1.2601337005036315
505,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,-0.10215752498961592,3,0.003365910510518889
506,1,1,0,0,0,1,0,1,4,1,1,1,0,1,3,0.6647600097721496,9,1.7231534126063572
507,1,1,0,5,0,1,1,0,0,1,1,1,1,1,3,0.14000219850374024,5,1.1939880273460994
508,1,1,0,0,0,0,0,0,4,0,1,1,1,1,4,1.305550906494016,4,0.04746302594887372
509,0,1,0,5,0,0,0,0,4,0,1,1,0,0,3,1.4184618337321757,4,0.24590004542147045
510,1,1,0,0,1,0,0,0,6,1,1,1,1,1,0,-0.6424192041079619,4,0.04746302594887372
511,0,1,0,5,0,0,0,0,4,0,1,2,1,1,4,1.4497261851757723,3,0.4443370648940672
512,1,1,0,5,0,0,0,0,4,1,0,0,0,0,4,2.629623990169231,5,1.1939880273460994
513,1,1,0,5,0,1,0,0,0,0,1,1,0,1,4,-0.2507594252505954,3,0.48843418033242203
